ms_sub_class,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,neighborhood,condition1,bldg_type,house_style,overall_qual,overall_cond,roof_style,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,fence,mo_sold,yr_sold,sale_type,sale_condition,sale_price,age,remod_age,garage_age
160.0,RM,21.0,1680.0,none,4.0,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6.0,5.0,Gable,HdBoard,HdBoard,BrkFace,297.0,3.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,483.0,483.0,3.0,1.0,SBrkr,483.0,504.0,987.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,8.0,1.0,1.0,Attchd,1.0,1.0,288.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jun,six,WD,Normal,94500.0,34.0,34.0,34.0
20.0,RL,75.0,10650.0,none,4.0,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5.0,6.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,4.0,2,LwQ,182.0,ALQ,712.0,0.0,894.0,3.0,1.0,SBrkr,894.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Attchd,1.0,1.0,308.0,3.0,2.0,365.0,0.0,0.0,0.0,MnPrv,feb,ten,WD,Normal,128200.0,34.0,34.0,34.0
60.0,RL,0.0,7851.0,none,4.0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,none,0.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,625.0,Unf,0.0,235.0,860.0,5.0,1.0,SBrkr,860.0,1100.0,1960.0,1.0,0.0,2.0,1.0,4.0,4.0,8.0,8.0,2.0,3.0,BuiltIn,3.0,2.0,440.0,3.0,2.0,288.0,48.0,0.0,0.0,none,may,ten,WD,Normal,216500.0,8.0,8.0,8.0
160.0,RM,21.0,1680.0,none,4.0,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6.0,3.0,Gable,HdBoard,HdBoard,BrkFace,604.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,358.0,Unf,0.0,125.0,483.0,3.0,1.0,SBrkr,483.0,504.0,987.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,1.0,264.0,3.0,2.0,0.0,0.0,0.0,0.0,none,aug,eight,WD,Normal,89500.0,37.0,37.0,37.0
20.0,RL,65.0,8773.0,none,4.0,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,98.0,4.0,3.0,PConc,4.0,3.0,2,GLQ,24.0,Unf,0.0,1390.0,1414.0,5.0,1.0,SBrkr,1414.0,0.0,1414.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,Attchd,2.0,2.0,494.0,3.0,2.0,132.0,105.0,0.0,0.0,none,may,ten,WD,Normal,185500.0,6.0,6.0,6.0
60.0,RL,0.0,9453.0,none,3.0,Lvl,CulDSac,SawyerW,RRNe,1Fam,2Story,7.0,7.0,Gable,HdBoard,HdBoard,None,0.0,4.0,3.0,PConc,4.0,3.0,No,BLQ,402.0,Unf,0.0,594.0,996.0,5.0,1.0,SBrkr,1014.0,730.0,1744.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,457.0,3.0,2.0,370.0,70.0,0.0,0.0,none,feb,ten,WD,Normal,194500.0,17.0,7.0,17.0
20.0,RL,93.0,12030.0,none,4.0,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8.0,5.0,Hip,VinylSd,VinylSd,BrkFace,254.0,5.0,3.0,PConc,5.0,3.0,No,Unf,0.0,Unf,0.0,1694.0,1694.0,5.0,1.0,SBrkr,1694.0,0.0,1694.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,3.0,3.0,818.0,3.0,2.0,168.0,228.0,0.0,0.0,none,dec,seven,New,Partial,318000.0,0.0,0.0,0.0
50.0,RL,52.0,8741.0,none,4.0,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6.0,4.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,2.0,No,LwQ,94.0,Unf,0.0,641.0,735.0,3.0,1.0,FuseA,798.0,689.0,1487.0,0.0,0.0,1.0,1.0,3.0,3.0,7.0,8.0,1.0,4.0,Detchd,1.0,1.0,220.0,3.0,2.0,0.0,140.0,0.0,0.0,MnPrv,apr,ten,WD,Normal,113000.0,65.0,60.0,61.0
20.0,FV,75.0,9000.0,none,4.0,Lvl,Inside,Somerst,Norm,1Fam,1Story,8.0,5.0,Gable,VinylSd,VinylSd,Stone,36.0,4.0,3.0,PConc,4.0,3.0,2,GLQ,1078.0,Unf,0.0,488.0,1566.0,5.0,1.0,SBrkr,1566.0,0.0,1566.0,1.0,0.0,2.0,0.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,750.0,3.0,2.0,144.0,168.0,0.0,0.0,none,apr,ten,WD,Normal,262500.0,2.0,2.0,2.0
30.0,RM,40.0,3880.0,none,4.0,Lvl,Inside,OldTown,Norm,1Fam,1Story,5.0,9.0,Gable,VinylSd,VinylSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,No,ALQ,329.0,Unf,0.0,357.0,686.0,4.0,1.0,SBrkr,866.0,0.0,866.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,8.0,0.0,0.0,none,0.0,0.0,0.0,0.0,2.0,58.0,42.0,0.0,0.0,none,aug,seven,WD,Normal,110500.0,62.0,10.0,0.0
50.0,RM,63.0,5000.0,none,4.0,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5.0,4.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,540.0,540.0,4.0,0.0,FuseA,889.0,551.0,1440.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,1.0,352.0,2.0,2.0,0.0,0.0,77.0,0.0,none,apr,six,WD,Normal,79000.0,106.0,56.0,66.0
160.0,RL,75.0,10762.0,none,4.0,Lvl,Corner,SawyerW,Norm,TwnhsE,2Story,6.0,6.0,Gable,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,No,Unf,0.0,Unf,0.0,626.0,626.0,3.0,1.0,SBrkr,626.0,591.0,1217.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,2.0,1.0,288.0,3.0,2.0,0.0,28.0,0.0,0.0,none,apr,nine,WD,Normal,120000.0,29.0,29.0,29.0
60.0,RL,0.0,8880.0,none,3.0,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,695.0,Unf,0.0,253.0,948.0,5.0,1.0,SBrkr,1222.0,888.0,2110.0,1.0,0.0,2.0,1.0,3.0,4.0,8.0,8.0,2.0,2.0,Attchd,2.0,2.0,463.0,3.0,2.0,0.0,130.0,0.0,0.0,none,may,ten,WD,Normal,205000.0,16.0,8.0,16.0
20.0,RL,80.0,10400.0,none,4.0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7.0,5.0,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,3.0,3.0,CBlock,4.0,3.0,2,GLQ,929.0,Unf,0.0,916.0,1845.0,4.0,1.0,SBrkr,1872.0,0.0,1872.0,0.0,1.0,2.0,0.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,3.0,2.0,604.0,3.0,2.0,197.0,39.0,0.0,0.0,none,jun,six,WD,Normal,241500.0,18.0,18.0,18.0
190.0,RM,69.0,9142.0,Grvl,4.0,Lvl,Inside,OldTown,Norm,2fmCon,2Story,6.0,8.0,Gable,AsbShng,AsbShng,None,0.0,3.0,2.0,Stone,2.0,3.0,No,Unf,0.0,Unf,0.0,1020.0,1020.0,4.0,0.0,FuseP,908.0,1020.0,1928.0,0.0,0.0,2.0,0.0,4.0,2.0,9.0,8.0,0.0,0.0,Detchd,1.0,1.0,440.0,1.0,2.0,0.0,60.0,112.0,0.0,none,apr,six,WD,Normal,137000.0,96.0,56.0,96.0
20.0,RL,75.0,11310.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,6.0,5.0,Hip,Wd Sdng,BrkFace,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,1367.0,1367.0,5.0,1.0,SBrkr,1375.0,0.0,1375.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,1.0,3.0,Attchd,1.0,2.0,451.0,3.0,2.0,0.0,30.0,0.0,0.0,none,jun,six,WD,Normal,140000.0,52.0,52.0,52.0
60.0,RL,72.0,11317.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,101.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,840.0,840.0,5.0,1.0,SBrkr,840.0,828.0,1668.0,0.0,0.0,2.0,1.0,3.0,4.0,8.0,8.0,0.0,0.0,Attchd,2.0,2.0,500.0,3.0,2.0,144.0,68.0,0.0,0.0,none,sep,seven,WD,Normal,180000.0,4.0,4.0,4.0
50.0,RL,0.0,159000.0,none,2.0,Low,CulDSac,ClearCr,Norm,1Fam,1.5Fin,6.0,7.0,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,4.0,3.0,CBlock,4.0,3.0,3,Rec,697.0,Unf,0.0,747.0,1444.0,4.0,1.0,SBrkr,1444.0,700.0,2144.0,0.0,1.0,2.0,0.0,4.0,4.0,7.0,8.0,2.0,3.0,Attchd,3.0,2.0,389.0,3.0,2.0,0.0,98.0,0.0,0.0,none,jun,seven,WD,Normal,277000.0,49.0,1.0,49.0
30.0,RL,55.0,5350.0,none,3.0,Lvl,Inside,BrkSide,Norm,1Fam,1Story,3.0,2.0,Gable,Wd Sdng,Plywood,None,0.0,3.0,1.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,728.0,728.0,5.0,1.0,SBrkr,1306.0,0.0,1306.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,5.0,0.0,0.0,none,0.0,0.0,0.0,0.0,2.0,263.0,0.0,0.0,0.0,GdWo,may,ten,WD,Normal,76500.0,70.0,44.0,0.0
120.0,RM,44.0,4750.0,none,3.0,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8.0,5.0,Hip,VinylSd,VinylSd,Stone,481.0,4.0,3.0,PConc,4.0,3.0,3,GLQ,1573.0,Unf,0.0,0.0,1573.0,5.0,1.0,SBrkr,1625.0,0.0,1625.0,1.0,1.0,2.0,0.0,2.0,4.0,5.0,8.0,1.0,4.0,Attchd,3.0,2.0,538.0,3.0,2.0,123.0,0.0,0.0,153.0,none,dec,seven,WD,Family,235000.0,1.0,0.0,1.0
60.0,RL,65.0,8366.0,none,3.0,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,798.0,798.0,5.0,1.0,SBrkr,798.0,842.0,1640.0,0.0,0.0,2.0,1.0,3.0,4.0,6.0,8.0,0.0,0.0,Attchd,2.0,2.0,520.0,3.0,2.0,138.0,45.0,0.0,0.0,none,dec,eight,WD,Normal,173000.0,4.0,4.0,4.0
80.0,RL,85.0,9350.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6.0,7.0,Hip,HdBoard,HdBoard,BrkFace,108.0,3.0,3.0,CBlock,4.0,3.0,3,LwQ,270.0,ALQ,580.0,452.0,1302.0,5.0,1.0,SBrkr,1302.0,0.0,1302.0,0.0,1.0,2.0,0.0,3.0,4.0,7.0,7.0,0.0,0.0,Attchd,2.0,1.0,309.0,3.0,2.0,333.0,0.0,0.0,0.0,MnPrv,oct,seven,CWD,Normal,158000.0,43.0,16.0,43.0
20.0,RL,70.0,8400.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,6.0,Gable,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,No,Rec,922.0,Unf,0.0,392.0,1314.0,3.0,1.0,SBrkr,1314.0,0.0,1314.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Attchd,2.0,1.0,294.0,3.0,2.0,250.0,0.0,0.0,0.0,none,jun,ten,WD,Normal,145000.0,53.0,53.0,53.0
60.0,RL,66.0,8738.0,none,3.0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,302.0,4.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,975.0,975.0,5.0,1.0,SBrkr,1005.0,1286.0,2291.0,0.0,0.0,2.0,1.0,4.0,4.0,8.0,8.0,1.0,3.0,BuiltIn,3.0,2.0,429.0,3.0,2.0,192.0,0.0,0.0,0.0,none,feb,six,WD,Normal,230000.0,7.0,7.0,7.0
60.0,FV,64.0,8791.0,none,3.0,Lvl,Inside,Somerst,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,No,Rec,503.0,Unf,0.0,361.0,864.0,5.0,1.0,SBrkr,864.0,864.0,1728.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,673.0,3.0,2.0,216.0,56.0,0.0,0.0,none,may,eight,WD,Normal,207500.0,5.0,5.0,5.0
20.0,RL,68.0,8814.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,Stone,180.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,1334.0,Unf,0.0,270.0,1604.0,5.0,1.0,SBrkr,1604.0,0.0,1604.0,1.0,0.0,2.0,1.0,3.0,4.0,8.0,8.0,1.0,4.0,Attchd,2.0,2.0,660.0,3.0,2.0,123.0,110.0,0.0,0.0,none,mar,nine,WD,Abnorml,220000.0,3.0,3.0,3.0
60.0,RL,80.0,12435.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7.0,5.0,Gable,VinylSd,VinylSd,BrkFace,172.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,361.0,Unf,0.0,602.0,963.0,5.0,1.0,SBrkr,963.0,829.0,1792.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,1.0,3.0,Attchd,2.0,2.0,564.0,3.0,2.0,0.0,96.0,0.0,0.0,none,may,eight,WD,Normal,231500.0,7.0,7.0,7.0
20.0,RM,70.0,12702.0,none,4.0,Lvl,Inside,OldTown,Norm,1Fam,1Story,5.0,5.0,Gable,BrkFace,BrkFace,None,0.0,3.0,3.0,PConc,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,4.0,1.0,FuseA,882.0,0.0,882.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,1.0,308.0,3.0,2.0,0.0,45.0,0.0,0.0,none,dec,eight,WD,Normal,97000.0,52.0,52.0,52.0
80.0,RL,120.0,19296.0,none,4.0,Lvl,Corner,NAmes,Artery,1Fam,SLvl,6.0,5.0,Gable,Wd Sdng,Wd Sdng,BrkFace,399.0,3.0,3.0,CBlock,3.0,3.0,3,Rec,672.0,ALQ,690.0,0.0,1362.0,3.0,1.0,SBrkr,1382.0,0.0,1382.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,1.0,2.0,884.0,3.0,2.0,0.0,0.0,252.0,0.0,GdWo,may,nine,WD,Normal,176000.0,47.0,47.0,18.0
60.0,RL,69.0,9588.0,none,3.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8.0,5.0,Gable,CemntBd,CmentBd,Stone,270.0,4.0,3.0,PConc,5.0,3.0,No,Unf,0.0,Unf,0.0,1482.0,1482.0,5.0,1.0,SBrkr,1482.0,1092.0,2574.0,0.0,0.0,2.0,1.0,3.0,5.0,10.0,8.0,1.0,4.0,BuiltIn,3.0,3.0,868.0,3.0,2.0,0.0,148.0,0.0,0.0,none,nov,seven,New,Partial,276000.0,0.0,0.0,0.0
80.0,RL,88.0,8471.0,none,3.0,Lvl,Corner,Sawyer,Norm,1Fam,SLvl,6.0,7.0,Gable,HdBoard,Plywood,BrkFace,46.0,3.0,3.0,CBlock,4.0,4.0,2,ALQ,506.0,Unf,0.0,0.0,506.0,3.0,1.0,SBrkr,1212.0,0.0,1212.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,1.0,2.0,492.0,3.0,2.0,292.0,12.0,0.0,0.0,GdWo,jul,six,WD,Normal,151000.0,29.0,11.0,28.0
50.0,RM,50.0,5500.0,none,4.0,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5.0,7.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,LwQ,234.0,ALQ,692.0,0.0,926.0,3.0,1.0,SBrkr,926.0,0.0,1316.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Detchd,1.0,2.0,484.0,3.0,2.0,0.0,0.0,0.0,0.0,none,apr,ten,WD,Normal,130000.0,81.0,9.0,36.0
30.0,RM,30.0,5232.0,Grvl,1.0,Bnk,Inside,OldTown,Artery,1Fam,1Story,5.0,5.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,2.0,3.0,No,Unf,0.0,Unf,0.0,680.0,680.0,4.0,0.0,FuseP,764.0,0.0,764.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,2.0,504.0,3.0,0.0,0.0,0.0,0.0,0.0,none,jun,eight,WD,Normal,73000.0,83.0,4.0,43.0
20.0,RL,78.0,12090.0,none,3.0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6.0,6.0,Gable,MetalSd,MetalSd,BrkFace,210.0,3.0,4.0,CBlock,4.0,3.0,No,GLQ,588.0,LwQ,228.0,606.0,1422.0,3.0,1.0,SBrkr,1422.0,0.0,1422.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,8.0,1.0,3.0,Attchd,3.0,2.0,576.0,3.0,2.0,276.0,0.0,0.0,0.0,GdPrv,jun,eight,WD,Normal,175500.0,27.0,27.0,27.0
60.0,RL,70.0,11207.0,none,3.0,HLS,FR2,Gilbert,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,2,GLQ,714.0,Unf,0.0,88.0,802.0,4.0,1.0,SBrkr,802.0,709.0,1511.0,1.0,0.0,2.0,1.0,3.0,3.0,8.0,8.0,1.0,3.0,Attchd,3.0,2.0,413.0,3.0,2.0,95.0,75.0,0.0,0.0,none,jun,six,WD,Normal,185000.0,9.0,9.0,9.0
75.0,RL,60.0,8400.0,none,4.0,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,5.0,8.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,PConc,3.0,3.0,No,LwQ,378.0,Unf,0.0,342.0,720.0,5.0,1.0,SBrkr,1052.0,720.0,2192.0,0.0,0.0,2.0,1.0,4.0,4.0,8.0,8.0,1.0,4.0,Detchd,1.0,1.0,240.0,3.0,2.0,262.0,24.0,0.0,0.0,none,jul,eight,WD,Normal,179500.0,69.0,11.0,69.0
30.0,RM,71.0,6900.0,none,4.0,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5.0,6.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,403.0,Rec,125.0,212.0,740.0,5.0,1.0,SBrkr,778.0,0.0,778.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,1.0,4.0,Detchd,3.0,1.0,924.0,5.0,2.0,0.0,25.0,0.0,0.0,none,feb,eight,WD,Normal,120500.0,68.0,53.0,42.0
20.0,RL,0.0,7917.0,none,3.0,Lvl,Corner,Edwards,Norm,1Fam,1Story,6.0,7.0,Hip,HdBoard,HdBoard,BrkFace,174.0,3.0,4.0,CBlock,3.0,4.0,No,BLQ,751.0,Unf,0.0,392.0,1143.0,3.0,1.0,SBrkr,1113.0,0.0,1113.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,2.0,Attchd,2.0,1.0,504.0,3.0,2.0,370.0,30.0,0.0,0.0,GdPrv,may,seven,WD,Normal,148000.0,31.0,31.0,20.0
60.0,FV,84.0,10728.0,none,4.0,Lvl,Inside,Somerst,Norm,1Fam,2Story,8.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1,Unf,0.0,Unf,0.0,1095.0,1095.0,4.0,1.0,SBrkr,1095.0,844.0,1939.0,0.0,0.0,2.0,1.0,3.0,4.0,8.0,8.0,1.0,4.0,Attchd,2.0,3.0,1053.0,3.0,2.0,192.0,51.0,0.0,0.0,none,aug,six,New,Partial,266000.0,0.0,0.0,0.0
20.0,RL,73.0,39104.0,none,3.0,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7.0,7.0,Flat,Plywood,Plywood,None,0.0,3.0,3.0,CBlock,4.0,3.0,3,LwQ,226.0,GLQ,1063.0,96.0,1385.0,5.0,1.0,SBrkr,1363.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,5.0,2.0,3.0,Attchd,1.0,2.0,439.0,3.0,2.0,81.0,0.0,0.0,0.0,none,apr,eight,WD,Normal,241500.0,54.0,3.0,54.0
60.0,RL,92.0,11764.0,none,3.0,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8.0,7.0,Gable,VinylSd,VinylSd,BrkFace,348.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,524.0,Unf,0.0,628.0,1152.0,5.0,1.0,SBrkr,1164.0,1106.0,2270.0,0.0,0.0,2.0,1.0,4.0,4.0,9.0,8.0,1.0,4.0,Attchd,3.0,3.0,671.0,3.0,2.0,132.0,57.0,0.0,0.0,none,apr,ten,WD,Normal,290000.0,11.0,3.0,11.0
20.0,RL,80.0,9600.0,none,4.0,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6.0,6.0,Hip,Wd Sdng,Wd Sdng,BrkCmn,183.0,3.0,3.0,CBlock,3.0,3.0,No,Rec,620.0,LwQ,620.0,0.0,1240.0,4.0,1.0,SBrkr,1632.0,0.0,1632.0,1.0,0.0,2.0,0.0,3.0,3.0,6.0,7.0,1.0,4.0,Attchd,2.0,1.0,338.0,3.0,2.0,289.0,0.0,0.0,0.0,MnPrv,apr,nine,WD,Normal,139000.0,51.0,21.0,51.0
20.0,RL,76.0,8314.0,none,4.0,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5.0,7.0,Gable,HdBoard,ImStucc,None,0.0,3.0,3.0,CBlock,3.0,3.0,3,ALQ,546.0,Unf,0.0,270.0,816.0,3.0,1.0,SBrkr,816.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,0.0,0.0,Attchd,1.0,1.0,264.0,3.0,2.0,168.0,0.0,0.0,0.0,none,jun,seven,WD,Normal,124500.0,25.0,25.0,25.0
50.0,RL,55.0,7264.0,none,4.0,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7.0,7.0,Gable,Wd Sdng,Wd Sdng,None,0.0,4.0,4.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,952.0,952.0,4.0,0.0,SBrkr,952.0,596.0,1548.0,0.0,0.0,2.0,1.0,3.0,5.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,672.0,3.0,2.0,74.0,0.0,0.0,144.0,none,oct,nine,WD,Normal,205000.0,84.0,2.0,31.0
20.0,RL,129.0,9196.0,none,3.0,Lvl,Inside,Mitchel,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,5.0,3.0,No,Unf,0.0,Unf,0.0,1560.0,1560.0,5.0,1.0,SBrkr,1560.0,0.0,1560.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,3.0,2.0,573.0,3.0,2.0,100.0,150.0,0.0,0.0,none,apr,ten,WD,Normal,201000.0,7.0,7.0,7.0
20.0,RL,140.0,19138.0,none,4.0,Lvl,Corner,Gilbert,Norm,1Fam,1Story,4.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,LwQ,120.0,Unf,0.0,744.0,864.0,5.0,1.0,SBrkr,864.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,8.0,0.0,0.0,Detchd,1.0,2.0,400.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jun,ten,WD,Normal,141000.0,59.0,59.0,59.0
20.0,RL,107.0,14450.0,none,4.0,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9.0,5.0,Gable,CemntBd,CmentBd,BrkFace,315.0,5.0,3.0,PConc,5.0,3.0,3,Unf,0.0,Unf,0.0,2121.0,2121.0,5.0,1.0,SBrkr,2121.0,0.0,2121.0,0.0,0.0,2.0,1.0,3.0,5.0,8.0,8.0,1.0,5.0,Attchd,3.0,3.0,732.0,3.0,2.0,124.0,98.0,0.0,142.0,none,may,seven,New,Partial,415298.0,1.0,0.0,0.0
60.0,RL,83.0,10005.0,none,4.0,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7.0,5.0,Hip,Plywood,Plywood,BrkFace,299.0,3.0,3.0,CBlock,4.0,3.0,No,BLQ,392.0,Unf,0.0,768.0,1160.0,5.0,1.0,SBrkr,1156.0,866.0,2022.0,0.0,0.0,2.0,1.0,4.0,3.0,8.0,8.0,1.0,3.0,Attchd,3.0,2.0,505.0,3.0,2.0,288.0,117.0,0.0,0.0,none,mar,eight,WD,Normal,192000.0,31.0,31.0,31.0
60.0,RL,82.0,11287.0,none,4.0,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7.0,6.0,Gable,Plywood,Plywood,BrkFace,340.0,4.0,3.0,CBlock,4.0,3.0,2,GLQ,421.0,Unf,0.0,386.0,807.0,4.0,1.0,SBrkr,1175.0,807.0,1982.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,1.0,3.0,Attchd,3.0,2.0,575.0,3.0,2.0,0.0,84.0,0.0,0.0,none,jan,seven,WD,Normal,228500.0,18.0,18.0,18.0
